distribution,c_e,l_r,l_e,service_level,seed_id,b,single_cost,DDI_cost,TBS_cost,DI_cost,random_seed1,random_seed2
geom,0.5,5,3,0.95,6,6.5,887.6705,876.5514728888888,1111.6112651515152,878.9277999999999,6196,3120
geom,0.5,5,3,0.95,7,6.5,896.745,887.1140036444446,1141.4707272727271,886.684,1629,8689
geom,0.5,5,3,0.95,8,6.5,841.4248749999977,830.401450333331,1061.4774545454507,828.6048549999975,1384,6466
geom,0.5,5,3,0.95,9,6.5,843.4672499999998,829.7849007333333,1034.677106060606,828.5852499999997,1937,784
geom,0.5,5,3,0.975,0,6.5,960.5471874999984,951.8855172888874,1210.040166666665,954.8092124999985,4036,7218
geom,0.5,5,3,0.975,1,6.5,1022.6805,1017.3689210000001,1294.9883333333335,1020.336,914,5373
geom,0.5,5,3,0.975,2,6.5,1020.7945,1016.7025090444445,1292.3990000000003,1018.023,2279,6091
geom,0.5,5,3,0.975,3,6.5,1022.7488124999998,1018.2999919999999,1296.9293693181817,1019.8993124999997,711,1247
geom,0.5,5,3,0.975,4,6.5,1021.3311249999998,1014.9234680777777,1289.11625,1018.2921249999997,6196,3120
geom,0.5,5,3,0.975,5,6.5,1024.6062500000003,1019.3370298000001,1313.8526306818183,1020.6593635,1629,8689
geom,0.5,5,3,0.975,6,6.5,1022.3755,1017.0365592,1311.0127727272725,1019.54923,1384,6466
geom,0.5,5,3,0.975,7,6.5,960.3811249999984,953.4041844999986,1204.5312196969678,955.0024599999985,1937,784
geom,0.5,5,3,0.975,8,6.5,960.5471874999984,951.8855172888874,1210.040166666665,954.8092124999985,4036,7218
geom,0.5,5,3,0.975,9,6.5,1022.6805,1017.3689210000001,1294.9883333333335,1020.336,914,5373
geom,0.5,5,3,0.99,0,6.5,1173.7212499999998,1171.924231288889,1466.7218750000002,1172.79825,2279,6091
geom,0.5,5,3,0.99,1,6.5,1255.1285,1254.0169200666664,1575.2452727272725,1254.782,711,1247
geom,0.5,5,3,0.99,2,6.5,1258.3590000000004,1257.0074297333333,1554.0158750000005,1258.0222,6196,3120
geom,0.5,5,3,0.99,3,6.5,1180.8709249999993,1178.0829871333326,1493.862084090908,1179.3840749999993,1629,8689
geom,0.5,5,3,0.99,4,6.5,1180.8765000000003,1178.652156866667,1490.8153568181817,1179.8285000000003,1384,6466
geom,0.5,5,3,0.99,5,6.5,1182.1452499999998,1179.4599723999997,1464.137265151515,1181.10473,1937,784
geom,0.5,5,3,0.99,6,6.5,1181.83175,1178.9760397999999,1491.8712045454542,1180.70989,4036,7218
geom,0.5,5,3,0.99,7,6.5,1180.6065999999992,1177.8815683333326,1470.7474833333329,1180.1310999999992,914,5373
geom,0.5,5,3,0.99,8,6.5,1173.7212499999998,1171.924231288889,1466.7218750000002,1172.79825,2279,6091
geom,0.5,5,3,0.99,9,6.5,1255.1285,1254.0169200666664,1575.2452727272725,1254.782,711,1247
geom,0.5,10,1,0.95,0,11.5,1173.427749999999,1050.798450733331,3758.4054583333323,1044.7885619999975,6196,3120
geom,0.5,10,1,0.95,1,11.5,1196.0735,1060.7825182222223,3734.541833333335,1050.7155,1629,8689
geom,0.5,10,1,0.95,2,11.5,1210.855,1111.4509135,3855.231666666667,1123.6041750000002,1384,6466
geom,0.5,10,1,0.95,3,11.5,1195.1017499999998,1110.006510911111,3761.423750000001,1107.9072499999995,1937,784
geom,0.5,10,1,0.95,4,11.5,1192.0022499999995,1057.8281237555557,3859.7565000000027,1048.76484886,4036,7218
geom,0.5,10,1,0.95,5,11.5,1204.3335,1112.5863088333335,4125.004674242423,1108.4235,914,5373
geom,0.5,10,1,0.95,6,11.5,1202.6025,1109.2365628222221,3990.9322575757565,1112.6465,2279,6091
geom,0.5,10,1,0.95,7,11.5,1212.612,1114.3230629666666,4092.714833333332,1109.9843709999998,711,1247
geom,0.5,10,1,0.95,8,11.5,1173.427749999999,1050.798450733331,3758.4054583333323,1044.7885619999975,6196,3120
geom,0.5,10,1,0.95,9,11.5,1196.0735,1060.7825182222223,3734.541833333335,1050.7155,1629,8689
geom,0.5,10,1,0.975,0,11.5,1356.105,1314.8136593000002,4126.802833333335,1326.682,1384,6466
geom,0.5,10,1,0.975,1,11.5,1290.232062499999,1247.607893555554,3928.974687499999,1248.7795124999989,1937,784
geom,0.5,10,1,0.975,2,11.5,1299.0225625000005,1245.4784319888888,4086.8922897727302,1245.1847125000002,4036,7218
geom,0.5,10,1,0.975,3,11.5,1350.0428749999996,1314.768788333333,4370.006852272725,1315.8157874999997,914,5373
geom,0.5,10,1,0.975,4,11.5,1295.0775,1243.8513506222223,4159.087939393938,1250.6765,2279,6091
geom,0.5,10,1,0.975,5,11.5,1352.2760625000005,1314.6180602333336,4337.731876893938,1315.9424250000002,711,1247
geom,0.5,10,1,0.975,6,11.5,1289.9333749999996,1241.5140979,4000.9290416666668,1242.0030124999996,6196,3120
geom,0.5,10,1,0.975,7,11.5,1301.30475,1244.1383877333333,3987.5462500000017,1244.0886875,1629,8689
geom,0.5,10,1,0.975,8,11.5,1356.105,1314.8136593000002,4126.802833333335,1326.682,1384,6466
geom,0.5,10,1,0.975,9,11.5,1290.232062499999,1247.607893555554,3928.974687499999,1248.7795124999989,1937,784
geom,0.5,10,1,0.99,0,11.5,1559.0385000000003,1546.9638506222225,4571.083609090913,1547.2167750000003,4036,7218
geom,0.5,10,1,0.99,1,11.5,1635.7060000000004,1626.2312876666672,4779.249954545453,1628.5441100000003,914,5373
geom,0.5,10,1,0.99,2,11.5,1487.4487499999996,1467.3155280777776,4450.988295454543,1473.4183399999997,2279,6091
geom,0.5,10,1,0.99,3,11.5,1560.9420000000002,1545.9713495000003,4632.2119696969685,1549.8373600000004,711,1247
geom,0.5,10,1,0.99,4,11.5,1559.9222499999996,1548.2078015333327,4484.711705,1549.5866299999993,6196,3120
geom,0.5,10,1,0.99,5,11.5,1494.1335000000004,1472.7028760888893,4232.359628333335,1473.5908200000003,1629,8689
geom,0.5,10,1,0.99,6,11.5,1499.8397499999999,1477.876369066666,4352.2890916666665,1485.8001449999992,1384,6466
geom,0.5,10,1,0.99,7,11.5,1488.7130000000002,1474.1245135111114,4183.405833333334,1477.205525,1937,784
geom,0.5,10,1,0.99,8,11.5,1559.0385000000003,1546.9638506222225,4571.083609090913,1547.2167750000003,4036,7218
geom,0.5,10,1,0.99,9,11.5,1635.7060000000004,1626.2312876666672,4779.249954545453,1628.5441100000003,914,5373
geom,0.5,10,2,0.95,0,11.5,1202.6025,1129.9986171833332,2967.1432727272727,1133.8955,2279,6091
geom,0.5,10,2,0.95,1,11.5,1212.612,1135.2555796000001,3016.1795606060605,1123.409025,711,1247
geom,0.5,10,2,0.95,2,11.5,1173.427749999999,1075.1736848666644,2741.5216628787825,1062.5622249999974,6196,3120
geom,0.5,10,2,0.95,3,11.5,1196.0735,1086.8525519,2801.1528333333326,1068.9935,1629,8689
geom,0.5,10,2,0.95,4,11.5,1210.855,1133.1065055499998,2872.7709999999993,1136.0833849999997,1384,6466
geom,0.5,10,2,0.95,5,11.5,1195.1017499999998,1128.0505507999999,2925.358295454547,1126.7862499999994,1937,784
geom,0.5,10,2,0.95,6,11.5,1192.0022499999995,1084.3533813999998,2830.2272500000013,1073.3857499999995,4036,7218
geom,0.5,10,2,0.95,7,11.5,1204.3335,1132.58859275,2959.4800227272744,1126.9515,914,5373
geom,0.5,10,2,0.95,8,11.5,1202.6025,1129.9986171833332,2967.1432727272727,1133.8955,2279,6091
geom,0.5,10,2,0.95,9,11.5,1212.612,1135.2555796000001,3016.1795606060605,1123.409025,711,1247
geom,0.5,10,2,0.975,0,11.5,1289.9333749999996,1253.0729701999999,2982.390443181819,1250.2200249999994,6196,3120
geom,0.5,10,2,0.975,1,11.5,1301.30475,1256.3519101499999,3064.136083333332,1252.9299875,1629,8689
geom,0.5,10,2,0.975,2,11.5,1356.105,1324.0666772,3147.456999999999,1330.8325,1384,6466
geom,0.5,10,2,0.975,3,11.5,1290.232062499999,1257.1531353333323,3093.576193181818,1261.3759249999987,1937,784
geom,0.5,10,2,0.975,4,11.5,1299.0225625000005,1256.6502844333334,3064.532448863638,1258.817225,4036,7218
geom,0.5,10,2,0.975,5,11.5,1350.0428749999996,1322.148992,3207.590704545456,1326.2737874999996,914,5373
geom,0.5,10,2,0.975,6,11.5,1295.0775,1256.5996811500002,3135.931151515151,1264.499,2279,6091
geom,0.5,10,2,0.975,7,11.5,1352.2760625000005,1322.91885225,3262.6360117424233,1322.0787875000003,711,1247
geom,0.5,10,2,0.975,8,11.5,1289.9333749999996,1253.0729701999999,2982.390443181819,1250.2200249999994,6196,3120
geom,0.5,10,2,0.975,9,11.5,1301.30475,1256.3519101499999,3064.136083333332,1252.9299875,1629,8689
geom,0.5,10,2,0.99,0,11.5,1499.8397499999999,1483.1079628999996,3327.4984066666652,1487.7799349999996,1384,6466
geom,0.5,10,2,0.99,1,11.5,1488.7130000000002,1476.7047297333334,3348.6354545454556,1482.9253250000002,1937,784
geom,0.5,10,2,0.99,2,11.5,1559.0385000000003,1549.9290975333336,3498.575951818185,1552.4677400000003,4036,7218
geom,0.5,10,2,0.99,3,11.5,1635.7060000000004,1628.1726485000006,3575.7415227272754,1632.2608350000005,914,5373
geom,0.5,10,2,0.99,4,11.5,1487.4487499999996,1473.5874601499997,3403.7402348484843,1476.0914499999997,2279,6091
geom,0.5,10,2,0.99,5,11.5,1560.9420000000002,1549.1848844000003,3573.191416666665,1551.9412650000002,711,1247
geom,0.5,10,2,0.99,6,11.5,1559.9222499999996,1550.855302666666,3414.8033677272742,1551.5879799999996,6196,3120
geom,0.5,10,2,0.99,7,11.5,1494.1335000000004,1476.4535511000004,3299.1550633333327,1477.1003550000005,1629,8689
geom,0.5,10,2,0.99,8,11.5,1499.8397499999999,1483.1079628999996,3327.4984066666652,1487.7799349999996,1384,6466
geom,0.5,10,2,0.99,9,11.5,1488.7130000000002,1476.7047297333334,3348.6354545454556,1482.9253250000002,1937,784
geom,0.5,10,3,0.95,0,11.5,1192.0022499999995,1108.270132688889,2057.019249999999,1090.3057499999995,4036,7218
